,close
653,"[68.08, 68.11]"
654,"[68.11, 68.13]"
655,"[68.13, 68.14]"
656,"[68.14, 68.16]"
657,"[68.16, 68.21]"
658,"[68.21, 68.21]"
659,"[68.21, 68.26]"
660,"[68.26, 68.23]"
661,"[68.23, 68.21]"
662,"[68.21, 68.23]"
663,"[68.23, 68.24]"
664,"[68.24, 68.18]"
665,"[68.18, 68.15]"
666,"[68.15, 68.18]"
667,"[68.18, 68.14]"
668,"[68.14, 68.19]"
669,"[68.19, 68.22]"
670,"[68.22, 68.17]"
671,"[68.17, 68.11]"
672,"[68.11, 68.09]"
673,"[68.09, 68.14]"
674,"[68.14, 68.06]"
675,"[68.06, 68.06]"
676,"[68.06, 68.07]"
677,"[68.07, 68.14]"
678,"[68.14, 68.13]"
679,"[68.13, 68.18]"
680,"[68.18, 68.23]"
681,"[68.23, 68.21]"
682,"[68.21, 68.23]"
683,"[68.23, 68.27]"
684,"[68.27, 68.3]"
685,"[68.3, 68.33]"
686,"[68.33, 68.34]"
687,"[68.34, 68.34]"
688,"[68.34, 68.35]"
689,"[68.35, 68.36]"
690,"[68.36, 69.18]"
691,"[69.18, 69.25]"
692,"[69.25, 69.25]"
693,"[69.25, 69.41]"
694,"[69.41, 69.82]"
695,"[69.82, 69.69]"
696,"[69.69, 69.6]"
697,"[69.6, 69.34]"
698,"[69.34, 69.25]"
699,"[69.25, 69.29]"
700,"[69.29, 69.44]"
701,"[69.44, 69.44]"
702,"[69.44, 69.45]"
703,"[69.45, 69.54]"
704,"[69.54, 69.66]"
705,"[69.66, 69.53]"
706,"[69.53, 69.46]"
707,"[69.46, 69.56]"
708,"[69.56, 69.47]"
709,"[69.47, 69.73]"
710,"[69.73, 69.72]"
711,"[69.72, 69.81]"
712,"[69.81, 69.76]"
713,"[69.76, 69.79]"
714,"[69.79, 69.82]"
715,"[69.82, 69.87]"
716,"[69.87, 69.77]"
717,"[69.77, 69.78]"
718,"[69.78, 69.7]"
719,"[69.7, 69.61]"
720,"[69.61, 69.6]"
721,"[69.6, 69.56]"
722,"[69.56, 69.52]"
723,"[69.52, 69.43]"
724,"[69.43, 69.43]"
725,"[69.43, 69.38]"
726,"[69.38, 69.38]"
727,"[69.38, 69.2]"
728,"[69.2, 69.3]"
729,"[69.3, 69.32]"
730,"[69.32, 69.23]"
731,"[69.23, 69.06]"
732,"[69.06, 69.02]"
733,"[69.02, 69.06]"
734,"[69.06, 69.0]"
735,"[69.0, 68.91]"
736,"[68.91, 68.89]"
737,"[68.89, 68.88]"
738,"[68.88, 68.88]"
739,"[68.88, 69.05]"
740,"[69.05, 69.12]"
741,"[69.12, 69.06]"
742,"[69.06, 68.96]"
743,"[68.96, 68.93]"
744,"[68.93, 68.96]"
745,"[68.96, 68.91]"
746,"[68.91, 68.87]"
747,"[68.87, 69.04]"
748,"[69.04, 69.17]"
749,"[69.17, 69.12]"
750,"[69.12, 68.94]"
751,"[68.94, 69.07]"
752,"[69.07, 68.85]"
753,"[68.85, 68.96]"
754,"[68.96, 69.07]"
755,"[69.07, 69.1]"
756,"[69.1, 69.1]"
757,"[69.1, 69.2]"
758,"[69.2, 69.19]"
759,"[69.19, 69.18]"
760,"[69.18, 69.15]"
761,"[69.15, 69.17]"
762,"[69.17, 69.23]"
763,"[69.23, 69.24]"
764,"[69.24, 69.27]"
765,"[69.27, 69.36]"
766,"[69.36, 69.38]"
767,"[69.38, 69.33]"
768,"[69.33, 69.31]"
769,"[69.31, 69.39]"
770,"[69.39, 69.38]"
771,"[69.38, 69.41]"
772,"[69.41, 69.41]"
773,"[69.41, 69.4]"
774,"[69.4, 69.45]"
775,"[69.45, 69.46]"
776,"[69.46, 69.38]"
777,"[69.38, 69.36]"
778,"[69.36, 69.42]"
779,"[69.42, 69.43]"
780,"[69.43, 69.33]"
781,"[69.33, 69.09]"
782,"[69.09, 69.07]"
783,"[69.07, 69.22]"
784,"[69.22, 69.28]"
785,"[69.28, 69.09]"
786,"[69.09, 69.1]"
787,"[69.1, 69.17]"
788,"[69.17, 69.21]"
789,"[69.21, 69.12]"
790,"[69.12, 69.01]"
791,"[69.01, 68.96]"
792,"[68.96, 68.96]"
793,"[68.96, 68.93]"
794,"[68.93, 68.89]"
795,"[68.89, 68.84]"
796,"[68.84, 68.9]"
797,"[68.9, 68.81]"
798,"[68.81, 68.86]"
799,"[68.86, 68.79]"
800,"[68.79, 68.67]"
801,"[68.67, 68.72]"
802,"[68.72, 68.78]"
803,"[68.78, 68.79]"
804,"[68.79, 68.76]"
805,"[68.76, 68.69]"
806,"[68.69, 68.73]"
807,"[68.73, 68.92]"
